date,time,location,operator,flight,route,aircraft,registration,cnln,aboard,fatalities,ground,summary
19280710,,OverTheGulfOfFinland,AeroO-y,,Tallinn-Helsinki,JunkersF-13,K-salb,760,6,6,0,Crashed under unknown circumstances
19280713,,"Purley,England",ImperialAirways,,Testing,Vickers74Vulcan,G-eblb,9,6,4,0,"After the aircraft had climbed to 800 feet it disappeared from view of the airport in a south-west direction. The aircraft crashed into a market garden near Leigh Cottage on Woodcote Road, it was seen by residents flying low over the roof tops with the engine evidently in difficulties. The aircraft crashed into a potato field, the pilot in an open cockpit clambered clear and helped one of the passengers from the enclosed cabin free. The aircraft burst into flames and it was not possible to rescue the other passengers."
19280724,1448,"Waalhaven,Netherlands",KlmRoyalDutchAirlines,,SightseeingOverRotterdam,Fokker,H-nabr,1533,6,1,0,"The plane became airborne in a stalled condition, hit a shipsmast and crashed into the Waalhaven."
19280825,1100,"NearPortTownsend,Bc,Canada",BritishColumbiaAirways,,Victoria-Seattle,Ford4-at-bTriMotor,G-catx,4-at-26,7,7,0,Crashed into Puget Sound in dense fog 12 miles off Port Townsend.  Considered the first Canadian air disaster.
19280902,915,"Toul,France",Cidna,,Toul-Clermont-ferrand,BleriotSpad33,F-aiep,5/4207,5,5,0,"After taking off the engine failed, the plane stalled and crashed."
19280904,,"AdelaideHills,Australia",Qantas,,Adelaide-Longreach,DeHavillandDh.50j,G-auhi,5,2,1,0,"Following the conclusion of an aerial tour carrying Sir John Salmond, the aircraft departed Adelaide piloted by C. W. A. Scott with an engineer as passenger. Control was lost in the cloud during an attempt to cross the Adelaide Hills; the aircraft encounted bad weather, crashed and caught fire."
19280904,1130,"Pocatello,Idaho",NationalParksAirways,,GreatFalls-Pocatello-SaltLakeCity,FokkerSuperUniversal,Nc7242,809,7,7,0,"While flying low and circling six times for a landing, the mail plane went into a nose dive when the pilot headed into the wind and crashed to the ground, rolling over several times."
19280906,,"Heroldbach,Germany",DeutscheLufthansa,,,FokkerFgIii,D-180,1531,3,3,0,Crashed due to engine failure.
19281004,,"Gerona,Spain",Aeropostale,,Casablanca-Alicante-Barcelona-Perpignan-Toulouse,Breguet14,F-aeejF-aeej,159,3,3,0,"Encountered fog and crashed into a mountain slope near the monastery of Sant Pere de Rodes, south of Llancà,"
19281018,,"Polk,Pennsylvania",NationalAirTransport,,,DouglasM-4,Nc1064,658,1,1,0,The mail plane crashed into a hill and burned during the night during poor weather conditons.
19281031,,"Valence,France",AirUnion,,Paris-Lyon-Marseille,BleriotSpad56,F-aimn,4381.9,2,1,0,The pilot attempted an emergency landing in a muddy field and crashed.
19281115,,OffGibraltar,Aeropostale,,Marseille-PalmaDeMajorca,Latecoere32,F-aisn,80,3,1,0,The sea plane stuck a lightning mast and crashed into houses. Pilot error.
19281124,,"Edgerton,Ohio",UniversalAirlines,,Cleveland-Chicago,HamiltonH-47,Nc7521,46,3,3,0,The mail plane crashed in a heavy snow storm.
19281125,,"Edgerton,Ohio",ContinentalAirLines,,Cleveland-Louisville,TravelAir4000,Nc5436,525,1,1,0,The mail plane crashed in a heavy snow storm
19281125,,"Bristolville,Ohio",NationalAirTransport,,,DouglasM-4,Nc792,650,1,1,0,The mail plane crashed in a snow storm.
19281201,1000,"Spur,Texas",SunbeamAirTransportCo.,,SanAntonio-Amarillo-Tulsa-Denver,Ford4-at-bTriMotor,Nc7862,4-at-47,5,5,0,The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed. The plane was on a delivery flight.
19281203,800,"NearRioDeJaneiro,brazil",SyndicatoCondor,,Sightseeing,DornierWal,P-baca,83,14,14,0,"The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastic limits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately."
19281210,1045,"Spokan,Washington",SpokaneAirways,,Colfax-Spokane,FordTri-motor4,Nc7687,4-at-045,5,5,0,The aircraft crashed while attempting to land in fog.
19281211,,"Letzlingen,Germany",DeutscheLufthansa,,Cologne-Berlin,JunkersG-31,D-1473,3005,4,3,0,"After a fuel line broke in flight, the pilot was forced to make an emergency landing in an open field. On landing, the aircraft crashed, overturned and came to rest in flames."
19281220,,"Huron,Ohio",NationalAirTransport,,Cleveland-Chicago,DouglasM-4,Nc790,653,1,1,0,The mail plane crashed into an apple tree during a snow storm after the pilot experienced spatial disorientation.
19281223,,"Chattanooga,Tennessee",InterstateAirlines,,,FairchildFc-2,,,4,4,0,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up properly.
19281231,,"Reims,France",Cidna,,Strasbourg-Paris,BlériotSpad66,F-aehx,3359-40,3,2,0,Crashed into high ground in fog.
19290105,,"StaffordSprings,Connecticut",ColonialAirTransport,,,FairchildFc-2,Nc5650,111,1,1,0,Struck a mountain slope  in poor weather.
19290118,,"Cove,Oregon",VarneyAirLines,,"Boise,Id-Pasco,Wa",StearmanC-38,Nc1682,102,1,1,0,While attempting to make an emergency landing on the Minam river the mail plane hit a bolder killing the pilot.
19290125,,"NearCorfu,Greece",Aeroespresso,,Brindisi-Athens-Istanbul,CmasaWal,I-azda,053,9,2,0,The passenger plane diverted off Kerkira in the Ionian Sea due to poor weather conditions and thunderstoms and sank in rough seas.
19290131,,OffMorocco,Aeropostale,,Agadir-Casablanca,Latecoere26,F-aimuF-aimu,674,2,2,0,"While cruising along the coast, the mail plane crashed into the Atlantic Ocean for unknown reasons."
19290131,,"Morgantown,WestVirginia",SkylineTransportationCompany,,,TravelAir4000,Nc6480,800,1,1,0,"While attempting to land, the aircraft overran the runway and hit the perimeter fence."
19290317,1700,"Newark,NewJersey",ColonialWesternAirlines,,Sightseeing,Ford5-at-bTriMotor,Nc7683,4-at-41,15,14,0,The plane was making the last of a number of sightseeing flights when two of it's three engines failed. The plane stalled and went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure followed by a stall during an emergency landing attempt.
19290330,918,"NearBeaumont,California",NewStandardAirlines,,LosAngeles-Phoenix-ElPaso,FokkerF-viia,Nc7888,617,4,4,0,"The aircraft crashed into a high mountain ridge, exploding on impact. Investigators speculated that upon encountering fog and winds in the treacherous mountain pass, the pilot may have turned the airliner around and was heading back to the airport when the crash occurred."
19290421,1145,"SanDiego,California",MadduxAirlines/Military-U.s.armyAirForce,,SanDiego-Phoenix,Ford5-at-bTri-motor/B-pw-9d,Nc9636/28-037,4-at-010,6,6,0,"A midair collision occurred  with a US Air Force Boeing PW-9D at 2,000 ft.  Five killed on the Tri-motor, one on the Boeing. Army pilot Lieutenant Howard Keefer, while flying above the airliner, was stunting and performed a steep banking turn downward, in an attempt to pass in front of the airliner. Instead, he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Tri-motor.  He was found criminally negligent."
19290509,,"Tampico,Mexico",Mexicana,,"Tampico-Brownsville,Tx",FordTri-motor4,M-scal,,5,5,0,"An engine failed, the plane stalled and crashed."
19290518,,"Tököl,PestHungary",Malert,,,FokkerF-iii,H-mabc,1604,2,2,0,A wing separated in flight and the plane crashed.
19290522,,Algiers,Aeropostale,,Algiers-Marseille,Cams53,F-aisx,07,6,4,0,The plane collided with a submerged object while taking off.
19290613,800,"SantiagoDeCuba,Cuba",PanAmericanAirways,,SantiagoDeCuba-Havana,FokkerF-x,Nc9700,1010,5,2,0,"Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed. The plane was named ""Christopher Columbus""."
19290614,,"Barcelona,Spain",Aeropostale,,Janeiro-BuenosAires,Breguet14,F-afej,217,2,1,0,"Took off, lost power and altitude and crashed into a telegraph tower."
19290617,1130,"OffDungeness,England",ImperialAirways,,London-Paris-Basil-Zuric,HandleyPageW-10,G-ebmt,W10/4,13,7,0,"The plane was over the English Channel, approximately 3 miles offshore, when an engine failed. The pilot attempted to return to the airport but the plane ditched into the English Channel. Failure of a connecting rod on a cylinder due to fatigue.The plane was named ""City of Ottawa."""
19290624,,"St.Paul,Minnesota",NorthwestOrientAirlines,,St.Paul-Minneapolis,Ford5-at-bTri-motor,Nc7416,5-at-002,8,1,0,All three engines failed shortly after takeoff causing the plane to stall and crash near Indian Mounds park.
19290629,2100,"NearLindau,Bavaria,Germany",BodenseeAerolloyd,,,DomierDelphinIii,D-1620,151,5,5,0,The seaplane crashed into lake Constance while attempting to landing. The landing was hard and the plane broke in two and sank.
19290629,,"Columbus,Ohio",ContinentalAirLines,,,TravelAir4000,Nc5435,524,1,1,0,The mail plane crashed into an antenna mast in fog and low visibility and burned.
19290811,,"Clovis,NewMexico",MiddleStatesAirlines,,,Lockheed5Vega,Nc870e,,4,4,0,"The just manufactured aircraft was on its way to be delivered to its new owner with  four employees of Lockheed,  two pilots and two engineers when it crashed under unknown circumstances."
19290824,,"Sochi,Russia",Ukvozduchput,,,KalininK-4,Cccp-217,108,1,1,0,Crashed under unknown circumstances.
19290824,,"Elm,Germany",DeutscheLufthansa,,Frankfurt-Berlin,FokkerFgIi,D-757,1571,5,4,0,The aorcraft hit a hill in fog and poor visibility.
19290902,,"Needles,California",AssociatedAviators,,,LockheedVega,Nr859e,067,2,1,0,The plane crashed after going into a tail spin in a thunderstorm. The mechanic was able to parachute to safety.
19290903,1101,"Mt.Taylor,NearGrants,NewMexico",TransContinentalAirTransport,,Albuquerque-LosAngeles,Ford5-at-bTriMotor,Nc9649,5-at-002,8,8,0,"Shortly after departing the aircraft crashed into a Mt Taylor after encountering a thunderstorm and turbulence. The plane was named ""The City of San Francisco."""
19290906,,"Jask,Iran",ImperialAirways,,"London,England-India",DeHavillandDh-66Hercules,G-ebmz,239,5,3,0,"At night, the aircraft crashed short of the runway in low visibility."
19290914,,NorthAtlanticOcean,Aeropostale,,"Toulouse,France-Casablanca,Morocco",Latecoere25,F-aiuj,704,6,6,0,"Crashed at sea, 30 miles from Larache, Morocco for unknown reasons."
19290914,1800,"SaintCatharines,Ontario",Skyways,,Sightseeing,TravelAir6000,Cf-abe,1024,6,6,0,The aircraft went out of control and crashed for unknown reasons.
19290917,,"MtLamentation,Connecticut",ColonialAirTransport,,,PitcairnPa-6Mailwing,,,1,1,0,The mail plane crashed into Mt. Lamentation in fog and burst into flames.
19290917,,"OffLarache,Morocco",Aeropostale,,Toulouse-Perpignan-Barcelona-Alicante-Casablanca,Latecoere25-3-r,F-aiuj,704,5,5,0,Crashed into the Mediterranean for unknown reasons.
19290917,,"Jacumba,California",PickwickAirways,,Tijuana-Nogales,Fairchild71,,,2,1,0,The mail plane crashed into a hillside in the desert while attempting to make an emergency landing during a storm.
19291026,1800,"OffSpezia,Italy",ImperialAirways,,Naples-Genoa,ShortCalcutta,G-aadn,S748,7,7,0,"The aircraft ditched in the ocean after encountering gale force winds. Sank while in tow. The plane was named ""City of Rome."""
19291029,,"MountVernon,Ohio",ContinentalAirLines,,Cleveland-Louisville,StearmanC-38,,,1,1,0,The mail plane crashed into a grove of trees 8 miles southwest of Mount Vernon in foggy conditons.
19291031,,"OffBremerton,Washington",Bremerton-seattleAirTaxi/GorstAirLines,,Bremerton-Seattle,LoeningC-2c,Nc9158,232,2,2,0,The air taxi crashed into Puget Sound as it attempted to take off.
19291104,700,"CerroDelCarbon,Mexico",Corp.AeronauticaDeTransportes,,Matamoros-MexicoCity-Juarez,LockheedVega5,Nc46m,097,4,4,0,The mail plane crashed in dense fog.
19291106,1010,"NearGodstone,Surrey,England",DeutscheLufthansa,,Croyden-Amsterdam-Berlin,JunkersG-24,D-903,911,8,7,0,"After the plane's antenna wire struck the ground and was partially torn off, the pilot attempted to return to land but hit tree tops and crashed in rain and fog."
19291116,935,"OffCorsica,France",AirUnion,,Marseille-Ajaccio-Tunis,LioreEtOlivier190,F-aigb,1,3,3,0,"While flying along the Corsican coast, the aircraft crashed into the Mediterranean in fog. No trace of the plane was ever found."
19291120,,"TerranovaPausania,EastSardinia",S.a.m.SocietàAereaMediterranea,,"Cagliari,Terranova-Rome",SavoiaMarchettiS55,I-taco,10519,12,1,0,The plane crashed due to  an optical phenomenon caused by calm waters and an erroneous height assessment.
19291130,,"Vancouver,Washington",VarneyAirLines,,,StearmanM-2Speedmail,Nc8199,1006,1,1,0,The mail plane crashed into a fog bound tower of the interstate bridge spanning the Columbia River.
19291202,,"ChagrinFalls,Ohio",NationalAirTransport,,,DouglasM-3,Nc789,622,1,1,0,The mail plane crashed en route during a storm.
19291219,,"NearBerlin,Germany",DeutscheLufthansa,,Marseille-Berlin,AradoV1,D-1594,47,3,2,0,"In fog, the pilot lost his bearing in fog and crashed 60 km from the airport."
19291230,1700,"Amarillo,Texas",TransContinentalAirTransport,,Demonistration,TravelAirB6000,,,5,5,0,Crashed onto a golf course  while on approach during a demonstration flight.
19300102,,"OffVenice,California",,,MotionPictureFilming,,,,10,10,0,"Two planes filming the motion picture""Such Men Are Dangerious"" collided and fell 2,000 ft. into the Pacific Ocean. Among those killed were two head camermen, assistant director and husband of movie star Mary Aster."
19300110,,"Brawnson,Nebraska",BoeingAirTransport,,,Boeing95,Nc184e,,1,1,0,The airmail plane crash landed and burst into flames on a farm in fog and snow while attempting to make an emergency landing.
19300113,,"Antananarivo,Madagascar",AirOrient,,Antananarivo-Paris,Farman190,F-ajjk,1,3,3,0,Crrashed moments after taking off from Port-Francqui.
19300119,1823,"Oceanside,California",MadduxAirlines,7,"AquaCaliente,Mexico-LosAngeles",Ford5-at-cTriMotor,Nc9689,5-at-046,16,16,0,"While en route to Los Angeles, the pilot, flying a low altitude due to poor weather conditions tried to turn back. While in a left turn his left wing struck a hill, crashed and burned. Adverse weather conditions. The plane flew into a sudden squall which cause the pilot to lose control."
19300125,,"OffCeuta,Spain",Aeropostale,,Casablanca-Alicante,Latecoere25,F-ajcl,691,2,2,0,Ran into thunderstorms and crashed into the sea.
19300127,1730,"KansasCity,Missouri",CentralAirlines,,"Wichita-KansasCity,Ks",TravelAirA6000a,,963,5,5,0,"While preparing to land, the plane side slipped and dived into the ground from a height of 500 ft. and caught fire. As quickly as the bodies were removed, a hastily mustered crew of pilots and mechanics from Universal Airlines  and Central Airlines, began removing all evidence of the accident, savagely fighting off reporters and photographers as they worked."
19300203,,"Hartford,Connecticut",ColonialAirTransport,,"Newark,Nj-Hartford,Ct",PitcairnPa-6Mailwing,Nc801h,41,1,1,0,While attempting to land the plane struck a building and fell into the Connecticut river.
19300210,,"Marden,England",AirUnion,,Paris-Croydon,FarmanF-63,F-fhmy,21/6844,6,2,0,"While attempting to land in snow, the plane rose up, stalled and crashed. Fatigue of the upper front strut of the right tail which failed in flight, causing the spar to fail as well."
19300418,1700,"JerseyCity,NewJersey",CanadianColonialAirways,,"Albany,Ny-JerseyCity,Nj",Fairchild71,Nc9148,634,4,4,0,Crashed into power lines 150 feet above the ground in fog.
19300510,,"BuenosAires,Argentina",Aeropostale,,BuenosAires-Montevideo,Latecoere28,F-ajpd,918,4,3,0,"While flying in foggy conditions at night, the captain lowered his altitude, hit a wave and fiipped over."
